Water_flow,Temperature,DewPoint,Humidity,WindBearing,WindSpeed
[0.5277337559429477],[0.9002849002849004],[0.9617346938775508],[0.6020408163265306],[0.3805555555555556],[0.3333333333333333]
[0.5182250396196514],[0.9002849002849004],[0.9897959183673468],[0.6428571428571428],[0.5111111111111112],[0.3928571428571428]
[0.56973058637084],[0.8831908831908832],[0.9872448979591837],[0.6632653061224489],[0.49444444444444446],[0.3333333333333333]
[0.6315372424722663],[0.8433048433048433],[0.9668367346938775],[0.6836734693877551],[0.4138888888888889],[0.21428571428571427]
[0.6434231378763867],[0.8176638176638177],[0.9387755102040816],[0.673469387755102],[0.5527777777777778],[0.21428571428571427]
[0.5760697305863709],[0.8005698005698006],[0.9234693877551019],[0.673469387755102],[0.6555555555555556],[0.14285714285714285]
[0.5364500792393028],[0.7720797720797722],[0.9081632653061222],[0.6836734693877551],[0.6055555555555556],[0.10714285714285714]
[0.5071315372424723],[0.754985754985755],[0.9336734693877551],[0.7551020408163265],[0.7444444444444445],[0.07142857142857142]
[0.29239302694136293],[0.7350427350427351],[0.9285714285714284],[0.7755102040816326],[0.6916666666666667],[0.011904761904761904]
[0.23613312202852613],[0.7207977207977209],[0.9260204081632653],[0.7959183673469387],[0.5055555555555555],[0.09523809523809523]
[0.2163232963549921],[0.7065527065527066],[0.8979591836734693],[0.7653061224489796],[0.8722222222222222],[0.11904761904761904]
[0.16164817749603802],[0.6894586894586895],[0.8418367346938774],[0.6938775510204082],[0.6666666666666667],[0.08333333333333333]
[0.18462757527733759],[0.6695156695156695],[0.8418367346938774],[0.7244897959183673],[0.8944444444444445],[0.09523809523809523]
[0.15134706814580035],[0.6552706552706553],[0.8647959183673468],[0.7857142857142857],[0.016666666666666666],[0.11904761904761904]
[0.28605388272583204],[0.6666666666666666],[0.8163265306122447],[0.6836734693877551],[0.09722222222222222],[0.20238095238095236]
[0.37797147385103014],[0.6581196581196582],[0.8903061224489794],[0.836734693877551],[0.1388888888888889],[0.16666666666666666]
[0.5538827258320127],[0.7407407407407407],[0.9158163265306121],[0.7448979591836734],[0.061111111111111116],[0.20238095238095236]
[0.6822503961965134],[0.7891737891737892],[0.9897959183673468],[0.8061224489795917],[0.18611111111111112],[0.3333333333333333]
[0.7535657686212361],[0.8290598290598291],[0.9846938775510203],[0.7346938775510203],[0.3138888888888889],[0.2738095238095238]
[0.7369255150554676],[0.8632478632478633],[0.9897959183673468],[0.6938775510204082],[0.5083333333333333],[0.20238095238095236]
[0.6711568938193344],[0.9173789173789175],[0.9464285714285714],[0.5612244897959183],[0.5361111111111111],[0.2738095238095238]
[0.626782884310618],[0.9430199430199431],[0.9617346938775508],[0.5510204081632653],[0.4083333333333333],[0.3571428571428571]
[0.5950871632329635],[0.9287749287749288],[0.971938775510204],[0.5816326530612245],[0.2888888888888889],[0.41666666666666663]
[0.5206022187004755],[0.9259259259259259],[0.9693877551020407],[0.5816326530612245],[0.29444444444444445],[0.47619047619047616]
[0.436608557844691],[0.9031339031339032],[0.971938775510204],[0.6122448979591836],[0.25],[0.47619047619047616]
[0.42709984152139463],[0.868945868945869],[0.9770408163265305],[0.6632653061224489],[0.3194444444444445],[0.47619047619047616]
[0.49286846275752777],[0.8376068376068376],[0.9872448979591837],[0.7244897959183673],[0.23055555555555557],[0.47619047619047616]
[0.5752773375594294],[0.8148148148148149],[0.9897959183673468],[0.7653061224489796],[0.21666666666666667],[0.23809523809523808]
[0.6077654516640254],[0.7891737891737892],[0.9897959183673468],[0.8061224489795917],[0.20833333333333334],[0.17857142857142855]
[0.5824088748019017],[0.7777777777777778],[0.9974489795918366],[0.836734693877551],[0.08611111111111111],[0.14285714285714285]
[0.5784469096671949],[0.7692307692307693],[0.9948979591836733],[0.846938775510204],[0.20833333333333334],[0.11904761904761904]
[0.5491283676703645],[0.7635327635327636],[1.0],[0.8673469387755102],[0.10277777777777779],[0.11904761904761904]
[0.329635499207607],[0.754985754985755],[0.9974489795918366],[0.8775510204081632],[0.044444444444444446],[0.14285714285714285]
[0.266244057052298],[0.7464387464387464],[0.9897959183673468],[0.8775510204081632],[0.0638888888888889],[0.13095238095238096]
[0.20602218700475436],[0.7350427350427351],[0.9693877551020407],[0.8571428571428571],[0.061111111111111116],[0.14285714285714285]
[0.16957210776545165],[0.7350427350427351],[0.9540816326530612],[0.8265306122448979],[0.9666666666666667],[0.10714285714285714]
[0.266244057052298],[0.7407407407407407],[0.9591836734693877],[0.8265306122448979],[0.9611111111111111],[0.09523809523809523]
[0.15055467511885895],[0.7435897435897436],[0.9566326530612244],[0.8163265306122448],[0.5194444444444445],[0.047619047619047616]
[0.3359746434231379],[0.7435897435897436],[0.982142857142857],[0.8673469387755102],[0.46944444444444444],[0.19047619047619047]
[0.4025356576862124],[0.7407407407407407],[0.9693877551020407],[0.846938775510204],[0.17222222222222222],[0.19047619047619047]
[0.47781299524564186],[0.7834757834757835],[0.9566326530612244],[0.7551020408163265],[0.9861111111111112],[0.2976190476190476]
[0.6291600633914423],[0.8319088319088319],[0.9566326530612244],[0.6836734693877551],[0.20277777777777778],[0.44047619047619047]
[0.687797147385103],[0.8290598290598291],[0.9617346938775508],[0.6938775510204082],[0.23055555555555557],[0.41666666666666663]
[0.6347068145800316],[0.8575498575498576],[0.9540816326530612],[0.6428571428571428],[0.2916666666666667],[0.38095238095238093]
[0.6085578446909667],[0.8917378917378918],[0.9617346938775508],[0.6122448979591836],[0.4027777777777778],[0.41666666666666663]
[0.6030110935023771],[0.8888888888888888],[0.9668367346938775],[0.6224489795918366],[0.3416666666666667],[0.3571428571428571]
[0.5087163232963551],[0.8774928774928775],[0.9489795918367345],[0.6122448979591836],[0.33611111111111114],[0.34523809523809523]
[0.45324881141045964],[0.9116809116809117],[0.9642857142857142],[0.5918367346938775],[0.4027777777777778],[0.42857142857142855]
[0.4144215530903328],[0.8746438746438746],[0.9693877551020407],[0.6428571428571428],[0.325],[0.2976190476190476]
[0.40253565768621236],[0.8632478632478633],[0.971938775510204],[0.6632653061224489],[0.37777777777777777],[0.3571428571428571]
[0.53486529318542],[0.8290598290598291],[0.971938775510204],[0.7142857142857142],[0.33055555555555555],[0.2857142857142857]
[0.5919175911251982],[0.7977207977207977],[0.9770408163265305],[0.7653061224489796],[0.25],[0.25]
[0.6212361331220286],[0.7834757834757835],[0.9795918367346939],[0.7959183673469387],[0.21666666666666667],[0.20238095238095236]
[0.5800316957210777],[0.7720797720797722],[0.9770408163265305],[0.8061224489795917],[0.2],[0.2857142857142857]
[0.5340729001584786],[0.7635327635327636],[0.9566326530612244],[0.7857142857142857],[0.2138888888888889],[0.3571428571428571]
[0.48098256735340733],[0.7578347578347578],[0.9693877551020407],[0.8163265306122448],[0.2138888888888889],[0.2619047619047619]
[0.37480190174326466],[0.7492877492877493],[0.9770408163265305],[0.846938775510204],[0.19166666666666668],[0.21428571428571427]
[0.4152139461172742],[0.7492877492877493],[0.9642857142857142],[0.8265306122448979],[0.225],[0.21428571428571427]
[0.5491283676703645],[0.7378917378917379],[0.9617346938775508],[0.836734693877551],[0.21944444444444444],[0.23809523809523808]
[0.23296354992076068],[0.7350427350427351],[0.9642857142857142],[0.846938775510204],[0.23611111111111113],[0.19047619047619047]
[0.28605388272583204],[0.7264957264957265],[0.9617346938775508],[0.8571428571428571],[0.05555555555555556],[0.13095238095238096]
[0.28526148969889065],[0.7150997150997151],[0.9566326530612244],[0.8673469387755102],[0.9916666666666667],[0.11904761904761904]
[0.3153724247226624],[0.7094017094017093],[0.9464285714285714],[0.8571428571428571],[0.075],[0.19047619047619047]
[0.48256735340729],[0.7094017094017093],[0.9413265306122449],[0.846938775510204],[0.075],[0.15476190476190477]
[0.659270998415214],[0.7321937321937322],[0.9515306122448979],[0.8265306122448979],[0.06666666666666667],[0.14285714285714285]
[0.7393026941362916],[0.7977207977207977],[0.9336734693877551],[0.6938775510204082],[0.3111111111111111],[0.2619047619047619]
[0.7290015847860539],[0.8233618233618233],[0.9362244897959182],[0.6632653061224489],[0.24444444444444446],[0.21428571428571427]
[0.7123613312202853],[0.8461538461538461],[0.9362244897959182],[0.6326530612244897],[0.35555555555555557],[0.41666666666666663]
[0.6608557844690968],[0.8632478632478633],[0.9183673469387754],[0.5816326530612245],[0.3666666666666667],[0.369047619047619]
[0.6727416798732172],[0.868945868945869],[0.9209183673469388],[0.5816326530612245],[0.36944444444444446],[0.42857142857142855]
[0.6038034865293186],[0.8603988603988604],[0.9285714285714284],[0.6020408163265306],[0.35000000000000003],[0.44047619047619047]
[0.5562599049128368],[0.8632478632478633],[0.9515306122448979],[0.6326530612244897],[0.3888888888888889],[0.46428571428571425]
[0.5356576862123613],[0.8660968660968661],[0.9464285714285714],[0.6224489795918366],[0.4166666666666667],[0.42857142857142855]
[0.5649762282091918],[0.8518518518518519],[0.9413265306122449],[0.6326530612244897],[0.3805555555555556],[0.3571428571428571]
[0.5023771790808241],[0.8176638176638177],[0.9387755102040816],[0.673469387755102],[0.3472222222222222],[0.32142857142857145]
[0.5443740095087163],[0.7806267806267806],[0.9387755102040816],[0.7244897959183673],[0.3416666666666667],[0.2619047619047619]
[0.5847860538827259],[0.7606837606837606],[0.9387755102040816],[0.7551020408163265],[0.38333333333333336],[0.19047619047619047]
[0.5103011093502378],[0.7578347578347578],[0.9413265306122449],[0.7653061224489796],[0.17222222222222222],[0.25]
[0.46117274167987327],[0.754985754985755],[0.9285714285714284],[0.7448979591836734],[0.41111111111111115],[0.15476190476190477]
[0.35340729001584786],[0.7435897435897436],[0.9285714285714284],[0.7653061224489796],[0.48055555555555557],[0.14285714285714285]
[0.24801901743264662],[0.7264957264957265],[0.9260204081632653],[0.7857142857142857],[0.7305555555555556],[0.13095238095238096]
[0.38827258320126784],[0.7122507122507122],[0.9234693877551019],[0.8061224489795917],[0.7694444444444445],[0.10714285714285714]
[0.3407290015847861],[0.698005698005698],[0.9209183673469388],[0.8265306122448979],[0.8305555555555556],[0.09523809523809523]
[0.27099841521394613],[0.6866096866096867],[0.9183673469387754],[0.836734693877551],[0.8277777777777778],[0.10714285714285714]
[0.1759112519809826],[0.6723646723646725],[0.9081632653061222],[0.846938775510204],[0.8416666666666667],[0.10714285714285714]
[0.2781299524564184],[0.6524216524216524],[0.8826530612244897],[0.8265306122448979],[0.788888888888889],[0.09523809523809523]
[0.33280507131537246],[0.6296296296296297],[0.8418367346938774],[0.7857142857142857],[0.788888888888889],[0.11904761904761904]
[0.4786053882725832],[0.6296296296296297],[0.8367346938775508],[0.7755102040816326],[0.8361111111111111],[0.09523809523809523]
[0.6299524564183835],[0.717948717948718],[0.8775510204081631],[0.7142857142857142],[0.9916666666666667],[0.11904761904761904]
[0.7503961965134707],[0.8233618233618233],[0.8214285714285714],[0.49999999999999994],[0.9305555555555556],[0.05952380952380952]
[0.7717908082408874],[0.8888888888888888],[0.8418367346938774],[0.4591836734693877],[0.4777777777777778],[0.14285714285714285]
[0.7083993660855785],[0.8945868945868946],[0.8647959183673468],[0.47959183673469385],[0.4],[0.3571428571428571]
[0.6885895404120445],[0.8945868945868946],[0.9132653061224489],[0.5408163265306122],[0.4138888888888889],[0.4047619047619047]
[0.7258320126782885],[0.9031339031339032],[0.9030612244897958],[0.520408163265306],[0.37222222222222223],[0.32142857142857145]
[0.6973058637083994],[0.905982905982906],[0.8979591836734693],[0.5102040816326531],[0.39166666666666666],[0.3571428571428571]
[0.6196513470681458],[0.8974358974358975],[0.9234693877551019],[0.5510204081632653],[0.3888888888888889],[0.38095238095238093]
[0.5594294770206022],[0.8774928774928775],[0.9285714285714284],[0.5816326530612245],[0.3944444444444445],[0.3333333333333333]
[0.5277337559429477],[0.868945868945869],[0.9413265306122449],[0.6122448979591836],[0.375],[0.3333333333333333]
[0.5515055467511886],[0.8518518518518519],[0.9540816326530612],[0.6530612244897959],[0.3861111111111111],[0.2619047619047619]
[0.6362916006339144],[0.8005698005698006],[0.9617346938775508],[0.7346938775510203],[0.4027777777777778],[0.21428571428571427]
[0.6759112519809826],[0.7720797720797722],[0.9642857142857142],[0.7857142857142857],[0.3805555555555556],[0.13095238095238096]
[0.5665610142630745],[0.7578347578347578],[0.9693877551020407],[0.8163265306122448],[0.4166666666666667],[0.07142857142857142]
[0.4976228209191759],[0.7464387464387464],[0.9693877551020407],[0.836734693877551],[0.8583333333333334],[0.08333333333333333]
[0.41362916006339145],[0.7378917378917379],[0.9770408163265305],[0.8673469387755102],[0.638888888888889],[0.15476190476190477]
[0.26386687797147385],[0.7236467236467237],[0.9744897959183674],[0.8877551020408162],[0.6583333333333333],[0.10714285714285714]
[0.20839936608557846],[0.7094017094017093],[0.9617346938775508],[0.8877551020408162],[0.7611111111111112],[0.08333333333333333]
[0.2416798732171157],[0.6809116809116809],[0.9183673469387754],[0.846938775510204],[0.9194444444444445],[0.09523809523809523]
[0.17511885895404122],[0.6638176638176638],[0.8903061224489794],[0.8265306122448979],[0.8305555555555556],[0.07142857142857142]
[0.21949286846275753],[0.6296296296296297],[0.8239795918367345],[0.7551020408163265],[0.7972222222222223],[0.11904761904761904]
[0.21473851030110938],[0.6296296296296297],[0.8214285714285714],[0.7448979591836734],[0.8777777777777778],[0.19047619047619047]
[0.3177496038034865],[0.6182336182336182],[0.7448979591836733],[0.6326530612244897],[0.8138888888888889],[0.11904761904761904]
[0.4960380348652932],[0.6153846153846154],[0.7372448979591837],[0.6224489795918366],[0.8222222222222223],[0.11904761904761904]
[0.6553090332805072],[0.717948717948718],[0.7653061224489794],[0.5408163265306122],[0.9527777777777778],[0.047619047619047616]
[0.7432646592709984],[0.8233618233618233],[0.7397959183673468],[0.4081632653061224],[0.08611111111111111],[0.13095238095238096]
[0.7535657686212361],[0.9116809116809117],[0.8214285714285714],[0.4183673469387755],[0.35000000000000003],[0.17857142857142855]
[0.746434231378764],[0.923076923076923],[0.8775510204081631],[0.4693877551020408],[0.4166666666666667],[0.25]
[0.6846275752773376],[0.923076923076923],[0.8954081632653059],[0.4897959183673469],[0.3861111111111111],[0.2619047619047619]
[0.6584786053882726],[0.9430199430199431],[0.9362244897959182],[0.520408163265306],[0.4083333333333333],[0.34523809523809523]
[0.6410459587955627],[0.9316239316239318],[0.971938775510204],[0.5816326530612245],[0.41944444444444445],[0.3571428571428571]
[0.6038034865293186],[0.9088319088319088],[0.9770408163265305],[0.6122448979591836],[0.33055555555555555],[0.34523809523809523]
[0.5150554675118859],[0.9088319088319088],[0.9770408163265305],[0.6122448979591836],[0.38333333333333336],[0.2857142857142857]
[0.5213946117274167],[0.8888888888888888],[0.9795918367346939],[0.6428571428571428],[0.3861111111111111],[0.2976190476190476]
[0.5412044374009509],[0.8717948717948718],[0.9846938775510203],[0.673469387755102],[0.40555555555555556],[0.25]
[0.6323296354992076],[0.8148148148148149],[0.9846938775510203],[0.7551020408163265],[0.39722222222222225],[0.21428571428571427]
[0.6537242472266245],[0.7863247863247864],[0.9872448979591837],[0.8061224489795917],[0.36388888888888893],[0.13095238095238096]
[0.5594294770206022],[0.7663817663817664],[0.9974489795918366],[0.8571428571428571],[0.35833333333333334],[0.11904761904761904]
[0.5467511885895404],[0.7492877492877493],[0.9872448979591837],[0.8673469387755102],[0.7916666666666667],[0.11904761904761904]
[0.4334389857369256],[0.7321937321937322],[0.9770408163265305],[0.8775510204081632],[0.7527777777777778],[0.13095238095238096]
[0.24722662440570523],[0.6923076923076923],[0.9107142857142856],[0.8163265306122448],[0.8361111111111111],[0.11904761904761904]
[0.18225039619651348],[0.6695156695156695],[0.8801020408163264],[0.7959183673469387],[0.925],[0.09523809523809523]
[0.35023771790808245],[0.6581196581196582],[0.8443877551020407],[0.7448979591836734],[0.8111111111111111],[0.13095238095238096]
[0.28446909667194936],[0.6410256410256411],[0.7423469387755102],[0.6020408163265306],[0.8111111111111111],[0.10714285714285714]
[0.19572107765451663],[0.6239316239316239],[0.7091836734693877],[0.5714285714285714],[0.8111111111111111],[0.13095238095238096]
[0.2282091917591125],[0.6153846153846154],[0.6887755102040816],[0.5510204081632653],[0.8277777777777778],[0.13095238095238096]
[0.3240887480190175],[0.6068376068376069],[0.6811224489795917],[0.5510204081632653],[0.8055555555555556],[0.10714285714285714]
[0.4968304278922346],[0.603988603988604],[0.6989795918367346],[0.5816326530612245],[0.8666666666666667],[0.07142857142857142]
[0.6545166402535657],[0.7065527065527066],[0.6836734693877551],[0.44897959183673464],[0.18333333333333335],[0.13095238095238096]
[0.7353407290015848],[0.8262108262108262],[0.7627551020408163],[0.42857142857142855],[0.18611111111111112],[0.047619047619047616]
[0.7282091917591126],[0.8945868945868946],[0.7091836734693877],[0.32653061224489793],[0.4666666666666667],[0.09523809523809523]
[0.7266244057052298],[0.945868945868946],[0.7244897959183673],[0.3061224489795918],[0.5083333333333333],[0.21428571428571427]
[0.6973058637083994],[0.9373219373219372],[0.8724489795918366],[0.44897959183673464],[0.3944444444444445],[0.2976190476190476]
[0.7012678288431062],[0.9316239316239318],[0.9362244897959182],[0.5306122448979591],[0.4222222222222222],[0.3571428571428571]
[0.6442155309033281],[0.923076923076923],[0.9668367346938775],[0.5816326530612245],[0.44722222222222224],[0.34523809523809523]
[0.6315372424722662],[0.9259259259259259],[0.9617346938775508],[0.5714285714285714],[0.47222222222222227],[0.369047619047619]
[0.5602218700475436],[0.9145299145299146],[0.9668367346938775],[0.5918367346938775],[0.40555555555555556],[0.3333333333333333]
[0.5245641838351823],[0.8917378917378918],[0.9770408163265305],[0.6326530612244897],[0.3944444444444445],[0.23809523809523808]
[0.5499207606973059],[0.8660968660968661],[0.9872448979591837],[0.6836734693877551],[0.4777777777777778],[0.2857142857142857]
[0.606973058637084],[0.8205128205128206],[0.971938775510204],[0.7244897959183673],[0.40555555555555556],[0.15476190476190477]
[0.6497622820919177],[0.7977207977207977],[0.9872448979591837],[0.7857142857142857],[0.3805555555555556],[0.09523809523809523]
[0.5903328050713154],[0.7777777777777778],[0.9872448979591837],[0.8163265306122448],[0.7805555555555556],[0.07142857142857142]
[0.5435816164817749],[0.7578347578347578],[0.9795918367346939],[0.836734693877551],[0.7000000000000001],[0.09523809523809523]
[0.4516640253565769],[0.7350427350427351],[0.9285714285714284],[0.7755102040816326],[0.7166666666666667],[0.09523809523809523]
[0.2630744849445325],[0.7008547008547009],[0.8265306122448979],[0.6530612244897959],[0.7388888888888889],[0.10714285714285714]
[0.18462757527733759],[0.6723646723646725],[0.770408163265306],[0.6020408163265306],[0.7944444444444445],[0.08333333333333333]
[0.3827258320126783],[0.6495726495726496],[0.7653061224489794],[0.6224489795918366],[0.8555555555555556],[0.047619047619047616]
[0.14738510301109353],[0.6381766381766382],[0.721938775510204],[0.5714285714285714],[0.8361111111111111],[0.09523809523809523]
[0.1988906497622821],[0.6381766381766382],[0.7168367346938775],[0.5612244897959183],[0.8277777777777778],[0.09523809523809523]
[0.3066561014263075],[0.6381766381766382],[0.7933673469387754],[0.6836734693877551],[0.85],[0.09523809523809523]
[0.3114104595879556],[0.6381766381766382],[0.8316326530612244],[0.7551020408163265],[0.8305555555555556],[0.10714285714285714]
[0.48811410459587956],[0.6267806267806268],[0.711734693877551],[0.5714285714285714],[0.8527777777777779],[0.11904761904761904]
[0.624405705229794],[0.6809116809116809],[0.7857142857142856],[0.6122448979591836],[0.8444444444444444],[0.10714285714285714]
[0.777337559429477],[0.7777777777777778],[0.9591836734693877],[0.7653061224489796],[0.5944444444444444],[0.14285714285714285]
[0.7892234548335975],[0.8404558404558404],[0.9464285714285714],[0.6530612244897959],[0.48333333333333334],[0.19047619047619047]
[0.7630744849445324],[0.8461538461538461],[0.9566326530612244],[0.6632653061224489],[0.425],[0.3333333333333333]
[0.7456418383518225],[0.8660968660968661],[0.9413265306122449],[0.6122448979591836],[0.375],[0.34523809523809523]
[0.6957210776545166],[0.8746438746438746],[0.9464285714285714],[0.6122448979591836],[0.45833333333333337],[0.38095238095238093]
[0.6481774960380349],[0.8860398860398861],[0.9566326530612244],[0.6122448979591836],[0.4444444444444445],[0.34523809523809523]
[0.613312202852615],[0.8831908831908832],[0.9693877551020407],[0.6326530612244897],[0.4083333333333333],[0.3571428571428571]
[0.5158478605388273],[0.8746438746438746],[0.9617346938775508],[0.6326530612244897],[0.4305555555555556],[0.38095238095238093]
[0.5404120443740096],[0.8490028490028491],[0.9642857142857142],[0.673469387755102],[0.3861111111111111],[0.32142857142857145]
[0.5689381933438986],[0.8319088319088319],[0.9464285714285714],[0.6632653061224489],[0.375],[0.2619047619047619]
[0.624405705229794],[0.7977207977207977],[0.9693877551020407],[0.7551020408163265],[0.45833333333333337],[0.22619047619047616]
[0.6275752773375595],[0.7777777777777778],[0.9744897959183674],[0.7959183673469387],[0.4444444444444445],[0.13095238095238096]
[0.6022187004754358],[0.7663817663817664],[0.9770408163265305],[0.8163265306122448],[0.5083333333333333],[0.13095238095238096]
[0.5507131537242472],[0.754985754985755],[0.971938775510204],[0.8265306122448979],[0.5722222222222223],[0.15476190476190477]
[0.5134706814580031],[0.7435897435897436],[0.971938775510204],[0.846938775510204],[0.5583333333333333],[0.19047619047619047]
[0.29556259904912835],[0.7293447293447294],[0.9693877551020407],[0.8673469387755102],[0.6694444444444445],[0.08333333333333333]
[0.205229793977813],[0.717948717948718],[0.9642857142857142],[0.8775510204081632],[0.4444444444444445],[0.08333333333333333]
[0.24009508716323294],[0.7122507122507122],[0.9540816326530612],[0.8673469387755102],[0.11388888888888889],[0.14285714285714285]
[0.16006339144215534],[0.7150997150997151],[0.9846938775510203],[0.9285714285714285],[0.17500000000000002],[0.20238095238095236]
[0.19809825673534073],[0.7094017094017093],[0.9846938775510203],[0.9387755102040816],[0.325],[0.13095238095238096]
[0.21236133122028528],[0.7037037037037037],[0.9795918367346939],[0.9387755102040816],[0.21666666666666667],[0.13095238095238096]
[0.3835182250396197],[0.717948717948718],[0.9795918367346939],[0.9081632653061223],[0.3416666666666667],[0.11904761904761904]
[0.4445324881141046],[0.7122507122507122],[0.9846938775510203],[0.9285714285714285],[0.925],[0.16666666666666666]
[0.5253565768621236],[0.7435897435897436],[0.857142857142857],[0.6428571428571428],[0.9750000000000001],[0.38095238095238093]
[0.6759112519809826],[0.792022792022792],[0.8724489795918366],[0.6020408163265306],[0.9],[0.16666666666666666]
[0.7234548335974643],[0.8575498575498576],[0.8979591836734693],[0.5612244897959183],[0.6416666666666667],[0.21428571428571427]
[0.6830427892234548],[0.8746438746438746],[0.8214285714285714],[0.44897959183673464],[0.4916666666666667],[0.369047619047619]
[0.6291600633914423],[0.8490028490028491],[0.8903061224489794],[0.5612244897959183],[0.33333333333333337],[0.47619047619047616]
[0.624405705229794],[0.8404558404558404],[0.8749999999999999],[0.5510204081632653],[0.3138888888888889],[0.38095238095238093]
[0.5713153724247226],[0.8347578347578348],[0.8928571428571428],[0.5816326530612245],[0.3111111111111111],[0.41666666666666663]
[0.5586370839936609],[0.8005698005698006],[0.8724489795918366],[0.5918367346938775],[0.2138888888888889],[0.6428571428571429]
[0.48890649762282096],[0.792022792022792],[0.8903061224489794],[0.6326530612244897],[0.20555555555555557],[0.6666666666666666]
[0.5301109350237718],[0.6894586894586895],[0.9285714285714284],[0.8571428571428571],[0.22777777777777777],[0.42857142857142855]
[0.5483359746434232],[0.6324786324786325],[0.8979591836734693],[0.8979591836734693],[0.9555555555555556],[0.3571428571428571]
[0.5681458003169573],[0.6552706552706553],[0.846938775510204],[0.7551020408163265],[0.07777777777777778],[0.32142857142857145]
[0.5491283676703645],[0.6296296296296297],[0.8137755102040816],[0.7346938775510203],[0.9777777777777779],[0.3333333333333333]
[0.5237717908082409],[0.6153846153846154],[0.7908163265306122],[0.7142857142857142],[0.09166666666666667],[0.30952380952380953]
[0.5459587955625991],[0.603988603988604],[0.7806122448979591],[0.7142857142857142],[0.11944444444444445],[0.20238095238095236]
[0.5166402535657687],[0.5982905982905983],[0.7755102040816326],[0.7142857142857142],[0.02777777777777778],[0.2976190476190476]
[0.3106180665610143],[0.5982905982905983],[0.770408163265306],[0.7040816326530611],[0.23055555555555557],[0.16666666666666666]
[0.23137876386687797],[0.5783475783475783],[0.770408163265306],[0.7346938775510203],[0.9527777777777778],[0.11904761904761904]
[0.16402535657686212],[0.5555555555555556],[0.7755102040816326],[0.7857142857142857],[0.8111111111111111],[0.13095238095238096]
[0.14896988906497624],[0.5384615384615384],[0.7576530612244897],[0.7755102040816326],[0.8666666666666667],[0.07142857142857142]
